x,y
1.2467e+06,2.9412e-18
1.2594e+06,2.7709e-18
1.2721e+06,2.5721e-18
1.2849e+06,2.4119e-18
1.2976e+06,2.1922e-18
1.3103e+06,2.0399e-18
1.323e+06,1.8511e-18
1.3357e+06,1.6708e-18
1.3485e+06,1.5458e-18
1.3612e+06,1.4255e-18
1.3739e+06,1.3229e-18
1.3866e+06,1.2415e-18
1.3993e+06,1.1468e-18
1.4121e+06,1.0777e-18
1.4248e+06,1.0049e-18
1.4375e+06,9.3822e-19
1.4502e+06,8.9178e-19
1.463e+06,8.4098e-19
1.4757e+06,8.0877e-19
1.4884e+06,7.7443e-19
1.5011e+06,7.511e-19
1.5138e+06,7.2865e-19
1.5266e+06,7.0501e-19
1.5393e+06,6.8071e-19
1.552e+06,6.4658e-19
1.5647e+06,6.2147e-19
1.5774e+06,5.7421e-19
1.5902e+06,5.4044e-19
1.6029e+06,5.0586e-19
1.6156e+06,4.6971e-19
1.6283e+06,4.4212e-19
1.6411e+06,4.0406e-19
1.6538e+06,3.8306e-19
1.6665e+06,3.6106e-19
1.6792e+06,3.3519e-19
1.6919e+06,3.2498e-19
1.7047e+06,3.0553e-19
1.7174e+06,2.9508e-19
1.7301e+06,2.8355e-19
1.7428e+06,2.6842e-19
1.7555e+06,2.608e-19
1.7683e+06,2.4931e-19
1.781e+06,2.4131e-19
1.7937e+06,2.3188e-19
1.8064e+06,2.2188e-19
1.8191e+06,2.1146e-19
1.8319e+06,2.0045e-19
1.8446e+06,1.9404e-19
1.8573e+06,1.8541e-19
1.87e+06,1.7837e-19
1.8828e+06,1.7305e-19
1.8955e+06,1.6672e-19
1.9082e+06,1.6029e-19
1.9209e+06,1.5823e-19
1.9336e+06,1.5137e-19
1.9464e+06,1.4821e-19
1.9591e+06,1.4453e-19
1.9718e+06,1.3703e-19
1.9845e+06,1.3582e-19
1.9972e+06,1.2769e-19
2.01e+06,1.2194e-19
2.0227e+06,1.1991e-19
2.0354e+06,1.1135e-19
2.0481e+06,1.1091e-19
2.0609e+06,1.0542e-19
2.0736e+06,1.0138e-19
2.0863e+06,1.0157e-19
2.099e+06,9.4155e-20
2.1117e+06,9.5603e-20
2.1245e+06,9.0463e-20
2.1372e+06,8.8765e-20
2.1499e+06,8.8212e-20
2.1626e+06,8.2152e-20
2.1753e+06,8.2987e-20
2.1881e+06,7.9415e-20
2.2008e+06,7.8087e-20
2.2135e+06,7.6433e-20
2.2262e+06,7.3476e-20
2.239e+06,7.323e-20
2.2517e+06,7.0447e-20
2.2644e+06,6.9373e-20
2.2771e+06,6.7682e-20
2.2898e+06,6.6841e-20
2.3026e+06,6.4665e-20
2.3153e+06,6.2485e-20
2.328e+06,6.1332e-20
2.3407e+06,5.902e-20
2.3534e+06,5.8263e-20
2.3662e+06,5.5834e-20
2.3789e+06,5.4478e-20
2.3916e+06,5.3495e-20
2.4043e+06,5.1016e-20
2.4171e+06,5.0663e-20
2.4298e+06,4.8624e-20
2.4425e+06,4.8095e-20
2.4552e+06,4.6975e-20
2.4679e+06,4.5117e-20
2.4807e+06,4.5324e-20
2.4934e+06,4.4243e-20
2.5061e+06,4.3597e-20
2.5188e+06,4.3482e-20
2.5315e+06,4.2483e-20
2.5443e+06,4.2288e-20
2.557e+06,4.1625e-20
2.5697e+06,4.0984e-20
2.5824e+06,4.0519e-20
2.5951e+06,3.9859e-20
2.6079e+06,3.9289e-20
2.6206e+06,3.8415e-20
2.6333e+06,3.7858e-20
2.646e+06,3.7319e-20
2.6588e+06,3.678e-20
2.6715e+06,3.6335e-20
2.6842e+06,3.555e-20
2.6969e+06,3.5461e-20
2.7096e+06,3.4879e-20
2.7224e+06,3.4036e-20
2.7351e+06,3.3822e-20
2.7478e+06,3.3275e-20
2.7605e+06,3.2987e-20
2.7732e+06,3.2442e-20
2.786e+06,3.2154e-20
2.7987e+06,3.1726e-20
2.8114e+06,3.1177e-20
2.8241e+06,3.1102e-20
2.8369e+06,3.0517e-20
2.8496e+06,3.0743e-20
2.8623e+06,3.0364e-20
2.875e+06,3.0248e-20
2.8877e+06,3.0183e-20
2.9005e+06,2.984e-20
2.9132e+06,3.0058e-20
2.9259e+06,2.9722e-20
2.9386e+06,2.9529e-20
2.9513e+06,2.9459e-20
2.9641e+06,2.9155e-20
2.9768e+06,2.8989e-20
2.9895e+06,2.8808e-20
3.0022e+06,2.8909e-20
3.015e+06,2.8962e-20
3.0277e+06,2.8702e-20
3.0404e+06,2.8794e-20
3.0531e+06,2.8424e-20
3.0658e+06,2.8638e-20
3.0786e+06,2.8525e-20
3.0913e+06,2.8454e-20
3.104e+06,2.8612e-20
3.1167e+06,2.8169e-20
3.1294e+06,2.8195e-20
3.1422e+06,2.8246e-20
3.1549e+06,2.8218e-20
3.1676e+06,2.8442e-20
3.1803e+06,2.8347e-20
3.1931e+06,2.848e-20
3.2058e+06,2.8492e-20
3.2185e+06,2.8445e-20
3.2312e+06,2.8545e-20
3.2439e+06,2.8364e-20
3.2567e+06,2.8451e-20
3.2694e+06,2.8405e-20
3.2821e+06,2.8424e-20
3.2948e+06,2.8761e-20
3.3075e+06,2.8736e-20
3.3203e+06,2.8939e-20
3.333e+06,2.9086e-20
3.3457e+06,2.9044e-20
3.3584e+06,2.9386e-20
3.3712e+06,2.9326e-20
3.3839e+06,2.9431e-20
3.3966e+06,2.9706e-20
3.4093e+06,2.9749e-20
3.422e+06,2.9967e-20
3.4348e+06,3.0126e-20
3.4475e+06,3.0215e-20
3.4602e+06,3.0232e-20
3.4729e+06,3.0486e-20
3.4856e+06,3.0617e-20
3.4984e+06,3.0572e-20
3.5111e+06,3.1223e-20
3.5238e+06,3.0895e-20
3.5365e+06,3.123e-20
3.5492e+06,3.1359e-20
3.562e+06,3.137e-20
3.5747e+06,3.2021e-20
3.5874e+06,3.1599e-20
3.6001e+06,3.2136e-20
3.6129e+06,3.2041e-20
3.6256e+06,3.2568e-20
3.6383e+06,3.288e-20
3.651e+06,3.2672e-20
3.6637e+06,3.3571e-20
3.6765e+06,3.3147e-20
3.6892e+06,3.359e-20
3.7019e+06,3.3434e-20
3.7146e+06,3.3628e-20
3.7273e+06,3.4152e-20
3.7401e+06,3.3872e-20
3.7528e+06,3.4598e-20
3.7655e+06,3.4117e-20
3.7782e+06,3.4365e-20
3.791e+06,3.4712e-20
3.8037e+06,3.466e-20
3.8164e+06,3.523e-20
3.8291e+06,3.5187e-20
3.8418e+06,3.5682e-20
3.8546e+06,3.5867e-20
3.8673e+06,3.597e-20
3.88e+06,3.6464e-20
3.8927e+06,3.6365e-20
3.9054e+06,3.6698e-20
3.9182e+06,3.6839e-20
3.9309e+06,3.6902e-20
3.9436e+06,3.7785e-20
3.9563e+06,3.7438e-20
3.9691e+06,3.83e-20
3.9818e+06,3.8083e-20
3.9945e+06,3.8165e-20
4.0072e+06,3.8674e-20
4.0199e+06,3.8283e-20
4.0327e+06,3.9242e-20
4.0454e+06,3.9178e-20
4.0581e+06,3.9345e-20
4.0708e+06,4.0011e-20
4.0835e+06,3.9413e-20
4.0963e+06,4.0506e-20
4.109e+06,4.0288e-20
4.1217e+06,4.044e-20
4.1344e+06,4.0798e-20
4.1472e+06,4.0931e-20
4.1599e+06,4.1163e-20
4.1726e+06,4.1221e-20
4.1853e+06,4.1581e-20
4.198e+06,4.173e-20
4.2108e+06,4.2205e-20
4.2235e+06,4.2347e-20
4.2362e+06,4.2241e-20
4.2489e+06,4.2903e-20
4.2616e+06,4.2849e-20
4.2744e+06,4.3708e-20
4.2871e+06,4.3635e-20
4.2998e+06,4.3598e-20
4.3125e+06,4.4491e-20
4.3252e+06,4.3739e-20
4.338e+06,4.5061e-20
4.3507e+06,4.4445e-20
4.3634e+06,4.4866e-20
4.3761e+06,4.5105e-20
4.3889e+06,4.449e-20
4.4016e+06,4.5714e-20
4.4143e+06,4.5318e-20
4.427e+06,4.5959e-20
4.4397e+06,4.5543e-20
4.4525e+06,4.5339e-20
4.4652e+06,4.6952e-20
4.4779e+06,4.6246e-20
4.4906e+06,4.7001e-20
4.5033e+06,4.7026e-20
4.5161e+06,4.6826e-20
4.5288e+06,4.7712e-20
4.5415e+06,4.7618e-20
4.5542e+06,4.7912e-20
4.567e+06,4.8301e-20
4.5797e+06,4.83e-20
4.5924e+06,4.8653e-20
4.6051e+06,4.8389e-20
4.6178e+06,4.6992e-20
4.6306e+06,4.5871e-20
4.6433e+06,4.5384e-20
4.656e+06,4.4796e-20
4.6687e+06,4.4678e-20
4.6814e+06,4.4412e-20
4.6942e+06,4.4244e-20
4.7069e+06,4.4195e-20
4.7196e+06,4.4019e-20
4.7323e+06,4.3718e-20
4.7451e+06,4.3988e-20
4.7578e+06,4.3916e-20
4.7705e+06,4.3548e-20
4.7832e+06,4.3528e-20
4.7959e+06,4.3394e-20
4.8087e+06,4.3435e-20
4.8214e+06,4.3225e-20
4.8341e+06,4.3778e-20
4.8468e+06,4.3471e-20
4.8595e+06,4.3689e-20
4.8723e+06,4.394e-20
4.885e+06,4.3559e-20
4.8977e+06,4.3501e-20
4.9104e+06,4.3531e-20
4.9232e+06,4.3522e-20
4.9359e+06,4.339e-20
4.9486e+06,4.3579e-20
4.9613e+06,4.3279e-20
4.974e+06,4.3184e-20
4.9868e+06,4.2913e-20
4.9995e+06,4.271e-20
5.0122e+06,4.2725e-20
5.0249e+06,4.3156e-20
5.0376e+06,4.3264e-20
5.0504e+06,4.2998e-20
5.0631e+06,4.2912e-20
5.0758e+06,4.2743e-20
5.0885e+06,4.2884e-20
5.1012e+06,4.2997e-20
5.114e+06,4.2824e-20
5.1267e+06,4.3005e-20
5.1394e+06,4.2714e-20
5.1521e+06,4.2858e-20
5.1649e+06,4.299e-20
5.1776e+06,4.278e-20
5.1903e+06,4.2805e-20
5.203e+06,4.2614e-20
5.2157e+06,4.2502e-20
5.2285e+06,4.2661e-20
5.2412e+06,4.2397e-20
5.2539e+06,4.2443e-20
5.2666e+06,4.2565e-20
5.2793e+06,4.2281e-20
5.2921e+06,4.2192e-20
5.3048e+06,4.2213e-20
5.3175e+06,4.2357e-20
5.3302e+06,4.2431e-20
5.343e+06,4.2005e-20
5.3557e+06,4.2247e-20
5.3684e+06,4.1944e-20
5.3811e+06,4.1648e-20
5.3938e+06,4.1546e-20
5.4066e+06,4.1626e-20
5.4193e+06,4.178e-20
5.432e+06,4.1947e-20
5.4447e+06,4.1458e-20
5.4574e+06,4.1646e-20
5.4702e+06,4.1772e-20
5.4829e+06,4.1755e-20
5.4956e+06,4.1582e-20
5.5083e+06,4.1317e-20
5.5211e+06,4.1699e-20
5.5338e+06,4.1575e-20
5.5465e+06,4.2113e-20
5.5592e+06,4.203e-20
5.5719e+06,4.1758e-20
5.5847e+06,4.2744e-20
5.5974e+06,4.2056e-20
5.6101e+06,4.242e-20
5.6228e+06,4.3064e-20
5.6355e+06,4.2275e-20
5.6483e+06,4.2747e-20
5.661e+06,4.2624e-20
5.6737e+06,4.2951e-20
5.6864e+06,4.3381e-20
5.6992e+06,4.2849e-20
5.7119e+06,4.2973e-20
5.7246e+06,4.2966e-20
5.7373e+06,4.308e-20
5.75e+06,4.3417e-20
5.7628e+06,4.3506e-20
5.7755e+06,4.36e-20
5.7882e+06,4.342e-20
5.8009e+06,4.3387e-20
5.8136e+06,4.3475e-20
5.8264e+06,4.3662e-20
5.8391e+06,4.435e-20
5.8518e+06,4.4458e-20
5.8645e+06,4.4458e-20
5.8773e+06,4.4788e-20
5.89e+06,4.4963e-20
5.9027e+06,4.4518e-20
5.9154e+06,4.5016e-20
5.9281e+06,4.4845e-20
5.9409e+06,4.4944e-20
5.9536e+06,4.5896e-20
5.9663e+06,4.5742e-20
5.979e+06,4.5973e-20
5.9917e+06,4.6028e-20
6.0045e+06,4.6477e-20
6.0172e+06,4.6667e-20
6.0299e+06,4.6427e-20
6.0426e+06,4.6962e-20
6.0553e+06,4.6554e-20
6.0681e+06,4.6087e-20
6.0808e+06,4.6667e-20
6.0935e+06,4.7452e-20
6.1062e+06,4.7495e-20
6.119e+06,4.8245e-20
6.1317e+06,4.8528e-20
6.1444e+06,4.8149e-20
6.1571e+06,4.8094e-20
6.1698e+06,4.7667e-20
6.1826e+06,4.7821e-20
6.1953e+06,4.8474e-20
6.208e+06,4.8312e-20
6.2207e+06,4.8161e-20
6.2334e+06,4.8826e-20
6.2462e+06,4.8257e-20
6.2589e+06,4.9307e-20
6.2716e+06,4.9272e-20
6.2843e+06,4.8036e-20
6.2971e+06,4.9723e-20
6.3098e+06,4.7889e-20
6.3225e+06,4.8865e-20
6.3352e+06,5.0351e-20
6.3479e+06,4.8868e-20
6.3607e+06,5.0796e-20
6.3734e+06,5.0641e-20
6.3861e+06,5.0645e-20
6.3988e+06,5.1783e-20
6.4115e+06,5.0738e-20
6.4243e+06,5.0211e-20
6.437e+06,5.0476e-20
6.4497e+06,5.0219e-20
6.4624e+06,4.9232e-20
6.4752e+06,4.9182e-20
6.4879e+06,4.9661e-20
6.5006e+06,4.9215e-20
